#OTU ID	MQ200925-86	MQ200925-87	MQ200925-88	MQ200925-89	MQ200925-90	MQ200925-91	MQ200925-92	MQ200925-93	MQ200925-94	MQ200925-95	MQ200925-96	MQ200925-97	MQ200925-98	MQ200925-99	MQ200925-100	MQ200925-101	MQ200925-102	MQ200925-103	MQ200925-104	MQ200925-105	MQ200925-106	MQ200925-107	MQ200925-108	MQ200925-109	MQ200925-110	MQ200925-111	MQ200925-112	MQ200925-113	MQ200925-114	MQ200925-115	MQ200925-116	MQ200925-117	MQ200925-118	MQ200925-119	MQ200925-120	MQ200925-121	MQ200925-122	MQ200925-123	MQ200925-124	MQ200925-125	MQ200925-126	MQ200925-127	MQ200925-128	MQ200925-129	MQ200925-130	MQ200925-131	MQ200925-132	MQ200925-133	MQ200925-134	MQ200925-135	MQ200925-136	MQ200925-137	MQ200925-138	MQ200925-139	MQ200925-140	MQ200925-141	MQ200925-142	MQ200925-143	MQ200925-144	MQ200925-145	MQ200925-146	MQ200925-147	MQ200925-148	MQ200925-149	MQ200925-150	MQ200925-151	MQ200925-152	MQ200925-153
ASV14	764	764	912	953	220	456	17	78	55	42	37	24	58	72	62	56	33	47	68	63	1	0	0	0	1	1	0	0	40	31	23	19	26	29	16	26	434	440	304	212	47	39	41	57	277	244	293	196	90	96	70	79	108	105	126	109	2804	993	2335	2528	2372	2044	2441	1858	2041	1972	2126	2433
ASV119	109	75	96	119	28	63	6	48	33	28	30	23	48	62	61	64	45	47	67	50	0	2	0	0	5	2	0	1	18	13	13	17	44	48	39	37	152	133	139	102	128	101	62	86	109	115	107	98	35	46	32	33	42	29	42	44	181	109	179	209	217	187	184	131	161	172	138	149
ASV149	226	219	234	224	151	241	4	20	226	196	210	215	1	2	3	5	0	0	3	0	0	0	0	0	0	0	0	0	13	12	12	12	271	273	199	242	6	12	0	0	59	82	0	3	215	193	220	171	33	34	17	23	33	18	43	24	0	0	0	0	0	0	0	2	0	2	2	5
ASV45	27	30	1	3	1	1	4	31	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	3	523	469	449	540	14	15	0	2	57	43	1	0	0	0	0	0	4	3	0	0	5	1	0	2	0	0	1	0	2	0	2	1	3	0	0	1
ASV24	245	189	130	132	60	115	17	167	226	168	208	134	181	233	260	247	181	163	228	213	0	0	0	0	0	0	0	1	384	428	417	296	310	306	130	193	249	212	282	202	38	32	98	127	94	110	111	113	240	244	196	186	287	251	340	300	160	64	153	152	253	205	299	238	287	225	239	306
ASV15	528	536	495	500	282	505	158	1464	688	653	613	696	736	838	1010	879	690	669	748	861	3	4	3	3	8	9	22	48	1052	1117	985	854	322	303	253	323	99	74	840	556	553	555	646	728	463	397	444	428	451	436	382	347	593	458	641	538	373	159	368	324	677	465	687	637	579	650	695	777
ASV44	201	263	67	43	30	48	0	2	382	367	517	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	32	25	11	6	12	11	9	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV19	542	469	411	419	212	339	103	1091	678	720	686	591	146	203	155	210	143	137	195	166	1	0	0	0	1	0	0	1	533	522	582	484	548	582	697	717	38	54	145	122	931	796	383	407	370	344	361	317	321	305	261	202	434	425	485	434	68	23	128	79	739	481	719	541	499	541	789	726
ASV10	352	303	402	434	192	355	142	1355	7173	7685	7082	9953	16	4	2	1	2	4	1	0	0	0	0	0	0	1	0	0	15	20	12	9	30	35	28	25	171	165	0	4	2317	2014	4	1	73	90	57	103	398	320	250	193	482	394	583	496	3	0	0	1	11	12	21	8	20	7	9	22
ASV27	22	19	39	38	3	9	7	59	73	62	55	35	79	73	88	80	73	84	69	64	656	641	229	176	101	106	231	361	8	6	7	8	40	20	20	16	38	47	43	21	470	356	367	448	874	929	1058	828	26	30	10	28	30	23	51	40	12	6	12	15	61	36	61	34	41	66	75	51
ASV58	278	244	35	15	10	20	0	0	14	6	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	49	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV31	144	136	193	199	50	114	11	86	68	54	43	45	156	197	171	188	102	164	147	182	0	0	1	0	0	0	0	0	10	10	16	15	3	5	4	5	686	579	857	634	22	15	13	13	101	90	102	92	34	22	24	12	42	28	47	35	125	46	79	91	79	67	62	36	62	42	42	35
ASV21	75	89	618	702	228	434	6	59	25	48	25	57	12	18	5	11	15	7	14	13	0	1	0	0	0	0	0	0	49	26	15	11	573	564	472	491	55	103	369	348	39	41	109	117	135	149	155	120	1217	986	834	736	1573	1447	1891	1737	16	2	10	11	31	37	50	44	44	44	43	36
ASV13	204	219	21	26	22	44	1	0	143	11	170	7	8	4	9	4	5	4	2	6	0	0	0	1	0	1	1	0	0	0	1	0	2	4	2	2	0	0	298	211	374	299	8	8	2	0	0	8	4455	3902	3646	3138	4578	3688	4181	3640	0	0	2	0	0	1	1	1	0	0	0	1
ASV48	45	21	16	25	9	14	0	2	12	1	6	6	12	21	41	40	14	28	16	14	0	0	0	0	0	0	0	0	0	2	0	3	1	2	2	1	158	110	184	168	8	2	8	7	77	87	86	53	13	5	17	9	16	8	14	8	165	82	162	143	50	44	78	38	55	51	61	55
ASV66	17	10	6	7	1	8	0	12	10	7	10	1	14	10	15	18	8	9	8	12	0	0	0	0	0	0	0	0	26	15	22	14	14	14	12	11	13	12	13	15	3	1	11	13	8	4	3	9	13	14	12	11	17	7	24	15	5	5	4	7	16	9	13	11	13	17	21	15
ASV23	54	37	78	77	13	20	8	159	71	66	51	69	10	5	11	6	7	10	2	12	0	0	0	0	0	0	1	0	28	31	40	32	149	187	88	89	286	303	5	20	3177	2318	48	48	782	804	861	746	28	19	13	26	25	18	59	38	24	13	14	19	79	44	68	56	49	48	55	47
ASV3	9	12	23	61	6	10	317	3760	776	874	898	823	2333	2537	2456	2822	2625	3059	2901	3120	1048	899	611	517	1305	1120	1075	1273	35	30	20	24	764	743	710	839	6416	5058	7849	6502	3	5	3029	3281	25	19	14	9	736	887	1025	903	1139	1310	1109	950	3454	1257	2696	2773	3207	2474	3687	2493	2471	2035	3377	2925
ASV59	5	2	11	2	1	3	0	17	15	6	11	7	12	14	12	16	14	4	9	13	0	0	0	0	0	0	0	0	1	2	2	6	14	26	13	15	36	48	6	4	71	51	4	6	28	35	36	30	2	5	4	8	2	1	11	6	1	0	1	7	13	11	5	10	4	22	6	10
ASV40	89	48	140	68	39	63	27	257	38	61	61	113	30	54	43	33	37	66	28	60	0	0	0	0	0	0	0	2	25	18	31	11	439	202	147	109	65	75	107	79	24	19	0	38	29	15	4	8	143	126	181	251	269	170	297	420	112	86	141	199	12	9	10	11	4	15	2	22
ASV38	149	192	5	5	13	22	0	3	1677	244	1898	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	22	11	0	0	0	1	84	93	0	0	188	170	179	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV29	14	9	20	24	10	10	17	175	37	35	59	42	167	144	130	162	151	144	158	172	655	550	580	424	542	505	614	565	212	198	181	152	64	36	60	47	396	362	395	315	62	54	224	276	5	8	3	4	56	82	95	94	82	99	113	80	195	82	189	205	288	215	331	221	199	205	225	200
ASV213	39	39	37	37	27	39	2	32	58	36	39	44	66	67	59	62	50	42	52	63	6	10	12	6	7	10	12	9	14	20	16	14	58	56	27	54	58	63	47	45	26	33	22	32	45	38	36	39	70	58	47	59	68	72	52	50	40	11	49	47	55	38	68	44	26	36	42	38
ASV5	75	73	1	8	0	0	341	2366	14	4	15	6	2082	2475	2607	2666	1887	1947	2114	2199	2	1	0	1	0	1	4	2	993	986	993	792	1	0	0	10	1648	1487	1456	1316	0	1	1246	1695	63	76	97	67	165	109	125	158	352	266	155	166	5413	2156	4191	4360	4596	3933	5216	3579	3708	3026	4779	4665
ASV36	89	73	372	390	6	15	3	57	123	138	61	106	6	14	16	14	4	9	11	13	0	0	1	1	1	0	1	1	20	8	8	4	185	198	90	73	440	440	3	7	231	159	54	62	338	322	356	297	27	14	6	10	16	10	18	17	27	10	26	15	56	77	50	51	45	47	44	46
ASV25	16	19	0	3	0	1	37	351	2	0	2	0	343	423	452	485	358	370	347	384	0	0	0	0	0	1	0	0	128	139	160	128	0	0	0	0	971	796	214	170	0	0	107	178	1	1	1	2	6	12	21	22	42	43	15	16	662	294	614	636	317	252	371	256	296	263	272	269
ASV56	3	4	11	10	9	15	4	49	34	34	36	38	6	2	0	1	3	2	1	0	0	0	0	0	0	0	0	0	67	66	51	44	145	96	70	80	32	25	0	0	3	1	3	8	4	0	8	8	2	2	4	5	4	4	2	0	0	0	2	0	5	6	29	8	9	33	15	9
ASV51	12	7	3	4	2	9	9	20	10	4	6	35	20	34	10	17	23	59	13	18	0	0	0	0	0	0	0	0	29	29	30	18	54	30	17	26	25	27	40	21	24	44	30	26	50	53	42	40	32	20	17	13	17	45	35	25	57	15	38	81	26	29	29	30	20	13	41	20
ASV92	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	40	56	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV80	26	27	72	70	23	55	1	10	1	4	2	5	1	6	2	2	2	4	0	1	0	0	0	0	0	0	0	0	1	10	1	3	5	2	3	1	3	0	2	0	5	2	2	1	1	3	5	4	2	3	2	5	4	3	3	1	0	0	1	1	0	0	0	0	0	2	0	0
ASV32	28	14	56	72	13	38	6	28	50	16	6	9	14	10	18	17	15	5	13	16	81	326	0	0	0	2	3	2	35	50	22	24	29	41	15	12	16	9	16	21	6	6	57	5	11	5	4	10	14	22	8	7	10	6	14	8	16	6	16	17	458	462	646	650	698	964	671	1001
ASV52	28	14	519	613	53	135	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	22	24	31	26	0	2	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV78	15	11	28	20	7	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	38	22	28	18	14	14	24	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	7	7	5	0	0
ASV57	12	21	6	4	4	16	0	5	13	5	4	4	20	19	23	9	17	23	8	6	0	0	0	0	0	0	0	0	7	7	2	7	13	25	12	12	8	13	5	16	18	23	13	11	33	22	28	25	7	10	13	8	10	8	17	17	33	6	44	47	8	16	10	15	9	11	10	16
ASV12	5	2	34	29	1	2	5	21	5	16	10	15	7	2	6	2	1	5	3	5	1	6	1	2	0	0	5	24	11967	10845	10678	8715	13	20	10	86	46	39	0	2	3	4	1	3	8	6	5	6	2	2	6	4	3	7	2	3	2	0	1	0	4	3	3	2	7	5	8	2
ASV20	7	9	1	1	2	3	0	1	19	17	19	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	13	5	0	0	0	0	1	1	0	2	1200	1247	1	6	4852	4268	4425	3866	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV39	7	9	1	0	3	4	0	1	205	77	133	75	10	15	8	3	10	5	9	10	0	0	0	0	0	0	0	0	621	537	658	471	59	64	32	47	0	2	282	181	171	160	22	37	10	5	4	16	29	19	28	10	142	102	78	70	3	0	2	5	98	101	179	119	98	75	90	94
ASV64	1	3	6	4	4	3	1	7	2	2	0	1	3	1	2	2	2	2	3	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	2	1	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	1	1	0	1	0	60	47	89	39	92	95	64	79
ASV124	3	0	2	1	0	2	0	1	1	0	0	0	1	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	5	1	2	4	1	3	3	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	3	1	11	14	33	17	24	17	16	17
ASV191	4	2	8	5	3	6	0	1	3	3	3	1	1	1	0	0	1	3	0	0	0	0	0	0	0	1	0	2	5	3	3	2	5	3	5	1	1	3	2	1	4	5	1	0	3	4	2	3	1	1	0	0	1	1	1	3	0	1	0	1	1	2	1	3	2	1	1	2
ASV99	2	0	1	1	2	0	0	9	0	0	0	4	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	3	8	3	6	17	25	26	2	4	10	2	0	1	1	2	0	0	1	2	2	5	1	5	8	2	0	1	3	1	1	5	6	1	1	2	2	5	2	5	0
ASV68	2	0	0	0	0	0	0	0	6	5	6	2	4	13	6	16	8	23	15	10	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	4	5	8	6	2	1	4	3	8	17	6	5	13	2	3	3	8	9	44	30	8	15	4	8	14	10	17	12
ASV136	2	1	1	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	5	9	4	5	6	4	10	14	8
ASV97	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	15	24	35	24	25	37	21
ASV210	6	2	4	7	3	4	0	1	1	1	4	6	0	0	5	2	1	0	1	0	2	1	0	0	0	1	1	0	5	5	6	3	6	7	4	2	1	2	0	3	3	2	0	2	3	3	0	5	0	1	0	1	1	2	2	1	1	0	1	3	0	3	3	0	2	2	3	2
ASV127	1	0	0	0	0	0	1	46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	5	2	4	2	2	0	0	1	3	0	1	0	2	0	0	1	0	3	0	2	0	5	1	0	0	0	3	2	0	1	0	0	0	2	0
ASV154	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV6	2	8	6	5	5	4	0	0	34	328	39	300	2341	2772	2574	2738	1793	1942	2504	2572	26	24	774	443	1817	1626	914	1299	1860	1760	1917	1634	20	13	22	44	43	45	35	28	2	5	0	13	0	1	1	0	67	46	32	44	178	145	225	219	3145	1113	3092	3108	3028	2557	3921	3029	3239	2979	2772	3298
ASV142	1	1	0	0	0	0	0	0	0	1	1	0	2	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0	6	2	3	1	3	3	0	3	1	1	3	0	0	0	0	0	1	0	2	2	0	3	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	1	1	1
ASV204	2	4	3	0	2	0	1	0	5	4	2	3	0	0	1	0	0	0	1	0	0	2	0	1	1	0	1	1	1	3	5	2	6	6	1	4	0	2	0	0	0	2	0	2	4	4	1	2	5	1	0	0	2	1	0	1	0	0	0	1	2	1	3	0	0	3	0	3
ASV94	1	0	52	5	0	0	0	0	0	0	51	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	1	0	0	0	0	37	2	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV201	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	1	1	0	1	4	1	1	0	3	0	2	4	1	2	0	0	0	0	1	0	4	1	1	0	2	1	1	1	0	1	1	0	0	0	2	0	0	0	3	1	1	2	0	0	6	2	2	3	3	0	3
ASV79	1	2	0	4	0	1	1	0	3	1	3	1	1	4	9	1	0	3	0	1	0	0	0	1	1	0	0	0	0	2	3	0	57	56	5	17	5	1	1	4	0	2	0	5	0	1	1	4	3	4	3	16	9	7	12	10	1	4	9	13	1	0	0	2	1	2	0	3
ASV53	3	1	6	7	3	1	4	30	7	7	6	22	4	2	2	1	0	3	1	0	0	2	1	0	4	3	4	2	33	32	28	12	500	269	220	249	10	7	0	0	0	1	24	37	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	4	12	4	4	11	6	2
ASV77	2	4	42	58	18	32	0	6	5	15	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	36	4	5	2	6	5	2	8	11	0	1	13	2	4	4	9	2	9	3	4	1	1	4	1	1	9	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV26	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	1	7	7	7	0	45	50	0	3	5537	4923	4	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV35	2	2	22	23	0	0	0	0	1	0	0	0	55	115	90	86	56	68	79	55	0	0	0	0	0	0	0	2	2	11	5	0	501	425	381	434	1652	1561	12	15	0	0	144	173	0	0	0	2	138	123	96	102	66	34	87	68	0	0	0	0	0	1	0	0	0	0	0	4
ASV76	2	7	3	4	2	2	1	4	21	14	15	10	11	11	10	3	5	5	8	3	0	0	3	3	0	0	0	0	3	2	1	0	0	0	4	4	0	0	4	5	0	0	0	0	1	1	2	1	7	9	9	6	6	10	6	10	1	0	5	3	5	7	15	6	17	22	6	12
ASV106	1	0	2	5	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	57	57	25	33	5	4	2	0	4	2	0	1	7	10	10	12	0	0	0	0	0	0	0	0	0	0	4	2	8	3	6	3	7	6	0	5
ASV62	2	4	51	31	5	14	0	2	2	0	0	0	2	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	3	10	4	3	132	135	169	150	4	6	0	1	2	0	0	2	0	0	1	0	0	0	0	2	0	0	1	3	1	0	0	0	1	0	0	0	1	0	5	0
ASV84	1	3	9	2	3	6	2	12	4	0	1	1	66	8	14	5	8	6	4	5	0	0	0	0	0	0	0	0	8	1	4	3	6	1	6	3	5	9	3	2	8	3	2	4	15	3	7	4	0	0	0	0	0	0	0	1	9	1	5	3	0	0	6	1	2	1	1	3
ASV61	2	5	6	5	2	3	0	2	8	5	7	5	30	10	3	4	10	3	10	5	1	1	2	5	2	3	2	0	4	9	7	3	9	6	3	5	19	16	3	8	11	6	28	29	22	22	37	13	1	1	2	3	1	2	3	1	4	5	12	11	34	22	21	27	53	29	23	26
ASV118	1	0	0	1	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	10	7	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	1	2	8	10	13	8	14	7	1	0	0	0	0	0	1	0	0	2	1	0	2
ASV209	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	2	2	0	0	2	3	7	3	2	2	3	2	6	1	1	0	1	1	1	3	1	2	3	2	2	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	2	3	2	1	0	0	2	1	2
ASV101	0	3	0	1	1	2	1	0	0	0	0	0	0	0	2	0	2	3	0	2	0	0	0	0	0	0	0	0	2	2	1	0	47	34	13	18	5	5	3	0	0	4	4	6	2	1	5	3	0	0	1	0	1	0	0	0	0	0	1	1	2	2	4	5	3	4	1	4
ASV117	0	1	1	0	1	1	0	8	4	2	3	4	1	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	6	5	3	3	40	21	15	15	5	3	0	0	0	0	4	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	2	1	1	1	5
ASV37	0	1	16	8	0	3	0	3	6	21	1	16	0	2	0	0	0	2	1	0	0	0	0	3	3	2	0	0	12	27	15	18	2	0	0	0	21	10	35	38	106	86	1606	1959	20	34	118	19	1	3	1	0	0	0	1	0	0	0	0	0	167	84	170	79	145	297	99	142
ASV183	0	2	1	3	6	0	1	2	3	2	2	0	3	0	3	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	5	2	4	3	7	0	0	0	4	0	0	3	1	4	2	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1
ASV50	0	1	0	2	0	3	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	4	2	4	4	5	8	7	887	827	0	0	0	1	0	2	10	7	4	2	1	0	0	0	1	0	0	0	1	0	0	3	6	0	0	0	1	1	4	2
ASV75	0	1	1	2	2	5	0	0	1	10	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	17	1	4	1	1	0	0	5	13	4	0	8	1	2	1	3	0	1	2	21	5	30	38	20	15	54	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV194	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	1	3	4
ASV113	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	78	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV42	0	1	9	2	4	6	0	10	1	3	5	9	115	166	165	165	124	97	169	177	0	0	0	0	0	0	1	0	11	5	18	6	8	4	7	14	5	3	125	108	7	11	15	12	31	47	52	28	288	232	239	204	339	280	311	233	89	12	150	127	4	5	5	5	4	0	3	0
ASV151	0	1	0	0	0	0	0	0	1	0	4	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	1	0	0	1	1	0	1	2	0	0	2	0	0	0	0	0	3	3	1	1	1	2	4	3
ASV85	0	1	114	115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV104	0	1	0	0	2	5	0	0	39	51	31	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV165	0	1	8	7	2	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV192	0	4	0	0	1	0	0	6	1	2	4	1	2	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	0	2	2	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2
ASV111	0	3	3	2	0	4	3	9	0	0	0	0	0	0	0	2	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	11	9	22	19	10	19
