#OTU ID	MQ200925-86	MQ200925-87	MQ200925-88	MQ200925-89	MQ200925-90	MQ200925-91	MQ200925-92	MQ200925-93	MQ200925-94	MQ200925-95	MQ200925-96	MQ200925-97	MQ200925-98	MQ200925-99	MQ200925-100	MQ200925-101	MQ200925-102	MQ200925-103	MQ200925-104	MQ200925-105	MQ200925-106	MQ200925-107	MQ200925-108	MQ200925-109	MQ200925-110	MQ200925-111	MQ200925-112	MQ200925-113	MQ200925-114	MQ200925-115	MQ200925-116	MQ200925-117	MQ200925-118	MQ200925-119	MQ200925-120	MQ200925-121	MQ200925-122	MQ200925-123	MQ200925-124	MQ200925-125	MQ200925-126	MQ200925-127	MQ200925-128	MQ200925-129	MQ200925-130	MQ200925-131	MQ200925-132	MQ200925-133	MQ200925-134	MQ200925-135	MQ200925-136	MQ200925-137	MQ200925-138	MQ200925-139	MQ200925-140	MQ200925-141	MQ200925-142	MQ200925-143	MQ200925-144	MQ200925-145	MQ200925-146	MQ200925-147	MQ200925-148	MQ200925-149	MQ200925-150	MQ200925-151	MQ200925-152	MQ200925-153
ASV156	0	1	7	2	1	0	0	0	0	0	6	2	1	1	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47	0	0	456	285	261	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	205	266	162	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18	0	0	19	18	14	26	1	8	0	59	1	41	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	599	552	439	448	2	8	0	0	0	0	0	0	0	0	1	10	5940	4897	3898	3138	2871	2470	1011	840	0	0	0	2	0	0	0	0	0	0	0	0
ASV161	0	0	12	0	0	1	0	0	0	0	17	1	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV152	0	0	2	0	0	0	2	14	0	0	1	0	0	1	1	0	0	0	0	2	3	0	4	4	9	4	0	6	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	3	2	4
ASV125	0	0	38	43	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV145	0	0	26	2	1	1	0	0	0	0	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	19	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV140	0	0	14	5	5	12	1	3	0	0	0	0	1	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	1	0	1	0	0	0	0	1	0	0	0
ASV8	0	0	1	1	0	0	10	89	39	17	50	20	22	22	22	19	22	19	37	27	3217	2657	244	148	5904	5026	4376	4929	61	37	53	44	1	2	0	11	2	6	57	41	0	2	1788	1864	9	5	5	7	462	508	537	565	595	569	726	562	1019	417	1542	1551	2671	2111	3046	2289	2633	2375	2685	2312
ASV160	0	0	3	1	0	2	0	3	0	1	0	0	5	1	4	1	1	1	3	0	0	0	0	0	0	0	0	0	2	2	3	2	1	2	0	1	5	3	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	2	1	3	2	1	1	6	1
ASV169	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	1	0	2	0	2	4	4	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	5	0	1	0	0	0	0	3	1	0	0	0	0
ASV198	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV114	0	0	5	6	3	0	0	1	4	0	1	1	2	1	2	2	2	0	2	0	80	109	0	0	0	0	0	0	5	3	0	3	5	4	2	0	1	0	1	1	0	1	2	1	1	2	1	1	2	0	2	0	0	0	0	0	1	1	3	0	33	35	53	57	55	74	55	59
ASV82	0	0	3	0	0	0	0	0	0	0	6	0	3	2	0	1	0	0	75	5	0	0	0	0	0	0	0	0	6	1	0	0	0	0	3	0	4	4	1	1	0	0	5	0	0	0	0	0	0	0	65	8	5	4	3	1	0	1	42	2	3	3	0	1	0	0	66	5
ASV195	0	0	1	3	1	2	15	117	25	28	24	21	84	90	86	111	79	98	99	126	382	361	367	268	319	307	390	393	7	8	6	5	37	28	22	38	253	238	240	184	0	1	144	157	2	2	0	0	41	57	52	59	69	66	73	38	110	49	142	142	197	139	198	136	149	148	156	135
ASV98	0	0	0	1	0	0	24	171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV72	0	0	0	1	0	0	0	1	25	5	17	3	3	2	0	1	0	2	0	2	0	3	0	0	0	0	0	0	65	56	64	53	10	6	5	4	0	0	27	16	21	30	3	4	1	0	0	3	3	0	5	0	14	13	12	4	0	0	1	1	15	11	20	11	16	7	8	9
ASV41	0	0	0	14	0	3	502	4135	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV74	0	0	0	1	2	0	0	0	22	12	21	9	3	1	2	1	3	1	1	3	0	0	0	0	0	0	0	0	53	68	79	56	7	8	5	6	0	0	34	23	11	24	2	7	1	0	0	3	1	2	1	2	20	12	6	11	0	0	0	0	14	16	24	20	17	12	10	15
ASV9	0	0	0	3	1	4	8	59	4	8	4	4	12	5	6	7	2	8	11	31	8441	6407	11743	8409	4400	3614	6480	5564	5	3	1	2	6	11	11	15	438	349	125	98	0	2	9	9	1	0	1	0	33	32	44	38	51	61	29	30	98	30	65	90	91	66	104	57	76	64	99	88
ASV73	0	0	0	2	0	0	22	288	0	0	0	0	10	16	13	11	25	8	9	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	4	0	4
ASV67	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	4	4	3	53	69	75	77	15	11	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	4	22	10	14	17	90	96	16	18
ASV188	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV155	0	0	0	0	1	0	0	5	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	5	2	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3	1	0	0	2	4	3	4
ASV211	0	0	0	0	1	0	0	3	0	1	0	0	2	1	2	2	2	2	1	0	2	3	2	4	3	3	3	4	0	0	0	0	0	0	0	0	4	5	9	7	0	0	5	1	0	0	0	0	2	0	0	2	4	0	1	0	5	3	1	5	3	4	4	3	4	3	4	5
ASV143	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	16	21	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV175	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	3	1	0	0	1	5
ASV129	0	0	0	0	0	0	9	59	0	0	0	0	0	1	9	6	3	6	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
ASV179	0	0	0	0	0	0	7	46	0	0	0	0	1	2	0	0	1	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV126	0	0	0	0	0	0	2	30	0	0	0	0	7	7	3	5	2	6	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	2	5	4
ASV190	0	0	0	0	0	0	2	2	0	0	1	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	2	1	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0
ASV168	0	0	0	0	0	0	0	4	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	1	5	9	3	5	3	4	0	0	3	5	1	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	2	2	1	1
ASV199	0	0	0	0	0	0	0	35	0	0	0	0	1	5	0	1	1	1	6	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	4	11	8	14	10	0	0	0	0	0	1	0	0
ASV150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	6	13	10	10	13	0	0	0	0	0	1	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV83	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	51	138	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV33	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1510	1425	1452	1740	1	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV121	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	6	8	6	6	15	21	22	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	6	1
ASV144	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	6	4	4	13	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ASV63	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	38	35	47	26	81	77	63	62	0	0	0	1	0	11	0	0	67	65	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
ASV87	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	28	30	18	14	8	22	21	19	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	2	2	0	0	0	8	4	19	10	2	0	0	1	0	0	1	3
ASV28	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	1	1	0	1	4	1093	850	974	612	1104	861	1934	2096	2	4	6	5	0	1	0	9	0	1	0	0	0	1	3	0	1	1	0	0	0	1	0	0	2	3	3	2	1	0	0	1	0	1	0	1	0	1	1	1
ASV189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	0	2	11	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV157	0	0	0	0	0	0	0	0	1	0	1	0	1	2	2	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	6
ASV137	0	0	0	0	0	0	0	0	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	2	3	1	2	0	4	0	23	7	0	0	0	0	0	0	0	0
ASV43	0	0	0	0	0	0	0	0	1	1	0	0	91	124	88	130	104	106	107	87	8	4	1	3	27	24	22	24	0	1	1	0	14	19	10	13	49	39	11	6	29	31	266	336	65	85	81	69	4	3	2	0	5	1	5	1	3	0	2	10	28	20	28	26	13	25	37	49
ASV71	0	0	0	0	0	0	0	0	5	1	0	3	42	51	68	52	37	45	34	56	0	0	0	0	0	0	0	0	1	3	3	6	4	4	1	3	1	1	3	0	2	3	0	0	5	3	2	2	1	0	0	0	2	1	1	5	0	0	1	0	3	0	3	2	0	0	0	0
ASV162	0	0	0	0	0	0	0	0	1	2	1	0	2	0	1	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	2	10	7	0	3	2	1	0	1	2	0
ASV100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	29	0	0	39	20	40	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV163	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	1	0	2	0	1	0	2	2	0	4	0	0	4	3	4
ASV159	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	8	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	8	1
ASV105	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	3	2	0	2	0	0	0	0	0	0	0	0	2	1	7	2	1	1	0	0	1	0	33	16	0	0	1	3	0	1	3	3	3	1	7	8	16	8	3	7	9	2	9	7	3	0	4	1	5	11	8	3
ASV49	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	4	0	2	909	667	0	0	0	0	0	0	0	1	0	0	1	2	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	1	0	0	7	0	1
ASV207	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	5	1	3
ASV46	0	0	0	0	0	0	0	0	0	0	0	0	28	31	49	40	36	37	46	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	87	53	78	104	100	104	132	234	104	270	260	44	27	30	25	13	23	9	16
ASV70	0	0	0	0	0	0	0	0	0	0	0	0	33	30	26	30	23	18	19	32	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	139	84	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ASV177	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	4	2	0	0	0	1	0	0	0	0
ASV212	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	1	0	0	0	0	19	3
ASV146	0	0	0	0	0	0	0	0	0	0	0	0	4	9	8	3	8	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	2	0	0	0	0	1	0	3	1	0	1	1	1	1	0	0	0	2	0	0	0	0	3	1	1
ASV158	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	5	2	0	5	2	0	0	0	0	0	0	3	0	1	3	0	1
ASV164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	2	0
ASV141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	5	7	9	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
ASV60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	386	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	74	50	20	23	18	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1525	1302	1913	1287	186	158	105	159	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	26	8	3	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	15	9	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	11	14	11	18	8	21	19	0	0	0	0	758	463	782	711	655	698	873	831
ASV81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	72	36	31	32	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	53	19	26	25	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	3	9	6	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	34	8	13	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	5	9	4	3	9	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ASV193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	1	2	4	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	10	5	3	4	5	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0
ASV88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	48	19	23	23	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	42	19	17	13	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	5	9	1	3	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	47	22	21	12	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	1	3	7	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	21	7	6	4	11	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	25	16	14	22	55	38	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	8	9	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	6	12	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	17	10	4	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	79	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
ASV134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	19	5	3	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	2	6	9	5	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ASV200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	4	2	6	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	17	13	3	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	8	7	5	2	16	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
ASV135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	16	1
ASV214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0
