#OTU ID	MQ201019-178	MQ201019-179	MQ201019-180	MQ201019-181	MQ201019-182	MQ201019-183	MQ201019-184	MQ201019-185	MQ201019-186	MQ201019-187	MQ201019-188	MQ201019-189	MQ201019-190	MQ201019-191	MQ201019-192	MQ201019-193	MQ201019-194	MQ201019-195	MQ201019-196	MQ201019-197	MQ201019-198	MQ201019-199	MQ201019-200	MQ201019-201	MQ201019-202	MQ201019-203	MQ201019-204	MQ201019-205	MQ201019-206	MQ201019-207	MQ201019-208	MQ201019-209	MQ201019-210	MQ201019-211	MQ201019-212	MQ201019-213	MQ201019-214	MQ201019-215	MQ201019-216	MQ201019-217	MQ201019-218	MQ201019-219	MQ201019-220	MQ201019-221	MQ201019-222	MQ201019-223	MQ201019-224	MQ201019-225	MQ201019-226	MQ201019-227	MQ201019-228	MQ201019-229	MQ201019-230	MQ201019-231	MQ201019-232	MQ201019-233	MQ201019-234	MQ201019-235	MQ201019-236	MQ201019-237	MQ201019-238	MQ201019-239	MQ201019-240	MQ201019-241	MQ201019-242	MQ201019-243	MQ201019-244	MQ201019-245
ASV42	160	177	96	61	66	28	264	273	48	125	166	126	140	93	172	174	81	134	120	78	144	71	89	108	97	232	200	198	100	51	118	139	3	13	27	24	115	97	53	62	1	4	6	1	18	6	21	25	22	61	86	64	99	35	91	88	39	84	78	86	55	25	152	140	68	170	224	152
ASV177	106	150	159	116	164	67	1	0	10	21	22	33	26	20	25	27	40	34	19	20	0	0	0	0	0	0	0	0	0	0	0	0	7	41	30	35	72	47	77	104	0	0	0	0	3	1	6	4	0	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV46	126	169	722	524	609	277	0	1	47	213	93	262	1	0	3	2	0	0	2	0	0	0	0	0	0	0	0	1	2	3	1	1	105	273	496	426	86	59	4	5	4	15	9	9	25	17	27	37	38	80	96	98	111	52	90	106	1	0	0	0	2	1	3	9	0	5	2	1
ASV27	86	109	52	39	47	21	54	38	53	238	150	224	318	232	292	341	255	326	328	245	0	0	0	0	0	0	0	1	112	36	82	65	0	6	11	9	99	46	493	592	143	225	496	417	302	125	365	320	74	231	257	267	255	96	230	219	1	2	9	4	26	13	27	17	8	9	21	10
ASV88	20	32	74	67	13	14	17	19	56	200	218	216	7	5	10	6	8	7	9	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	11	8	17	30	14	9	27	17	19	24	92	270	201	172	235	98	274	266	0	0	4	2	1	0	2	1	0	0	0	0
ASV13	44	76	204	159	70	29	16	20	481	1060	1516	1237	187	130	172	206	140	149	172	147	0	0	0	0	0	0	0	2	26	4	19	26	0	2	0	0	8	3	58	52	46	110	15	10	36	21	73	65	232	706	519	477	648	266	812	717	0	3	29	32	188	79	218	292	155	336	215	216
ASV424	5	11	6	5	5	0	0	0	6	20	10	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	2	7	8	0	2	0	1	0	0	4	12	0	0	0	0	0	0	0	0	12	22	36	26	25	9	29	34	6	16	24	20	8	2	21	11	3	21	10	15
ASV29	512	734	704	638	717	293	0	1	5	6	2	1	2	1	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	105	410	540	533	6	1	0	0	109	154	7	8	701	268	799	842	7	29	18	13	12	5	17	20	0	0	0	0	0	0	1	1	1	1	4	7
ASV2002	3	1	2	4	4	2	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	4	10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	1	3	2	0	1	0	0
ASV66	189	247	36	27	55	24	1	1	111	107	346	137	214	149	166	221	113	137	129	132	0	0	0	0	0	0	0	0	0	1	0	3	0	1	2	0	0	0	69	74	132	173	31	30	175	55	214	224	6	25	31	42	37	11	22	35	0	0	2	0	6	1	5	1	3	3	1	2
ASV87	77	107	252	203	87	41	223	267	0	42	4	47	35	31	39	54	39	54	59	40	0	0	0	0	0	0	0	0	23	13	44	45	0	1	2	2	0	0	33	39	1	2	33	34	2	0	5	1	25	70	210	182	181	82	182	185	4	17	9	16	19	7	10	5	0	2	3	2
ASV443	48	93	66	59	129	63	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	4	2	0	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV101	229	333	8	1	0	0	0	0	151	0	372	0	228	148	219	256	98	142	203	174	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	26	20	0	0	0	3	0	0	0	0	119	174	34	32	8	9	0	0	55	123	19	15	0	0	0	0	0	0	0	0
ASV90	16	38	41	25	17	11	33	40	24	65	74	76	33	26	30	53	23	47	33	22	0	0	0	0	0	0	0	0	78	23	75	64	20	81	115	95	194	101	126	133	13	20	29	25	15	4	12	15	19	64	126	66	59	13	90	64	25	91	74	88	124	47	173	136	42	109	161	133
ASV53	293	381	295	231	249	100	0	0	80	109	203	197	111	73	130	121	77	71	129	93	0	0	0	0	0	0	0	0	0	0	0	1	11	51	56	51	0	1	342	409	49	88	213	207	1	0	3	5	9	16	18	17	25	9	44	48	0	0	0	0	0	1	0	1	0	3	1	1
ASV2773	4	4	4	2	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV125	63	66	89	60	35	25	7	2	25	39	41	59	85	76	80	85	43	47	92	50	0	0	0	0	0	0	0	0	9	3	12	3	21	41	23	26	26	17	14	13	36	54	35	34	73	18	55	59	30	41	88	70	64	37	69	68	7	21	21	27	26	12	14	17	5	15	13	22
ASV2264	3	2	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	6	7	13	9	3
ASV685	12	10	14	18	12	4	13	18	1	3	2	2	7	5	8	7	2	6	10	7	0	0	0	0	0	0	0	0	17	6	18	11	0	1	0	0	1	0	2	6	0	0	0	2	0	0	0	0	0	7	2	4	4	0	5	5	3	3	1	4	1	0	0	0	0	0	0	0
ASV883	42	83	9	8	0	0	0	0	6	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2989	2	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	3	3	4	1	1	2	2	2	0	0	0	0	2	3	1
ASV2429	4	5	2	1	2	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	3	6	2	3	4
ASV3	313	474	82	69	120	68	21	20	147	494	375	456	719	408	662	654	458	623	656	481	0	1	1	0	0	0	0	1	40	18	76	59	0	0	1	2	275	119	184	196	572	925	622	552	914	355	942	955	272	860	1296	1203	1015	420	783	804	326	736	807	738	416	178	388	403	115	223	404	278
ASV226	10	11	8	8	13	7	0	0	1	4	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	49	123	128	8	29	66	53	0	0	0	0	1	1	1	1	0	0	0	0	9	22	39	20	33	6	26	28	0	0	0	0	44	27	48	61	20	60	54	56
ASV30	308	416	114	91	253	118	0	0	21	35	69	44	264	175	256	244	229	220	283	223	340	135	280	223	135	261	303	298	26	6	29	26	20	37	57	43	396	241	335	406	0	0	69	74	0	0	0	0	85	175	61	43	50	20	227	253	5	19	23	22	40	7	50	50	31	72	80	57
ASV22	144	233	247	207	316	160	3	6	26	40	44	39	1	0	0	1	3	0	0	0	0	0	0	1	0	0	1	0	3	3	1	3	778	2188	3480	2962	77	57	0	0	0	0	0	1	2	0	1	1	1	1	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV303	45	68	27	21	14	8	3	3	34	82	126	100	6	6	5	7	4	1	3	5	0	0	0	0	0	0	0	0	11	3	25	22	0	0	2	0	2	1	3	5	2	1	0	2	6	2	1	3	0	5	7	7	5	2	6	6	0	0	0	0	3	3	6	7	3	4	5	1
ASV49	8	10	0	1	0	0	0	0	8	6	22	2	96	56	71	75	64	74	94	71	0	0	0	0	0	0	0	0	10	3	10	21	0	0	3	0	3	1	32	22	317	640	226	196	598	305	593	664	8	29	35	32	30	15	33	38	34	97	32	60	71	38	70	67	12	42	55	46
ASV637	120	117	0	0	0	0	0	0	3	2	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV1172	31	48	12	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4	2	0	0	6	3	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2302	7	4	7	7	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	3	0	2
ASV107	159	209	368	265	326	183	40	22	4	9	4	10	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	235	81	222	162	0	0	1	5	1	0	1	2	0	1	0	0	0	0	0	0	6	16	20	25	9	6	11	19	1	3	4	5	8	7	8	15	4	14	16	11
ASV1341	27	21	3	1	11	12	0	0	15	8	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	7	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV414	63	74	86	60	73	30	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	9	15	31	13	20	9	19	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV116	63	102	167	143	114	90	0	0	69	10	162	24	189	153	160	189	87	99	167	120	0	0	0	0	0	0	0	0	5	3	3	5	0	0	0	0	0	0	51	53	36	49	8	5	0	1	0	0	16	21	84	78	21	16	31	24	0	0	0	0	7	1	6	2	6	2	15	4
ASV2818	10	12	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV153	71	80	58	58	51	34	0	0	10	33	28	20	8	4	18	15	10	14	12	9	0	0	0	0	0	0	0	0	25	8	24	18	6	19	19	21	0	0	94	95	1	4	6	12	3	2	0	1	7	14	13	10	13	14	13	19	49	116	78	75	47	34	52	71	29	58	44	50
ASV3304	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	6	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
ASV210	138	169	86	65	141	74	0	0	83	124	198	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	8	1	0	0	0	30	43	1	0	2	2	4	4	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV454	25	36	18	11	43	20	0	0	20	30	55	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	38	32	31	0	0	0	0	1	7	0	0	0	0	0	0	5	7	13	14	5	1	5	9	0	0	0	0	0	0	2	0	0	0	0	0
ASV362	83	119	2	5	0	1	0	0	57	0	193	0	15	5	30	20	34	46	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
ASV19	418	595	184	135	169	69	100	95	231	420	800	490	41	32	46	50	38	23	32	37	0	0	0	0	0	1	0	0	174	45	148	145	30	93	215	198	7	5	14	32	0	1	10	13	8	5	10	15	35	100	126	109	173	62	133	149	0	0	12	4	965	345	907	925	214	384	1280	878
ASV2659	4	4	1	2	2	0	0	0	1	9	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	5	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2
ASV79	228	291	192	123	98	57	1	1	93	292	239	280	2	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	41	84	233	221	1	0	41	60	96	146	19	12	146	77	158	168	12	38	36	30	41	25	22	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV620	5	4	15	10	4	1	36	21	1	12	12	6	12	3	1	7	4	6	6	8	0	0	0	0	0	0	0	0	5	3	5	7	0	0	4	3	2	0	7	8	0	0	1	0	0	0	0	0	3	4	8	5	7	0	7	5	0	1	4	1	3	2	4	4	3	0	2	2
ASV138	259	408	300	252	139	75	0	0	68	112	286	152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV151	116	142	51	46	24	11	0	0	42	31	126	42	17	16	13	22	11	15	24	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	260	446	14	14	69	40	74	76	0	7	13	11	2	2	13	12	0	0	0	0	5	2	0	1	2	1	1	3
ASV2573	6	0	0	0	1	1	0	0	0	0	2	0	4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	3	1	11	9	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ASV343	79	93	13	7	8	0	0	0	42	100	138	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	83	0	0	0	0	2	0	2	9	17	13	4	1	6	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV528	20	22	27	17	30	15	0	0	0	1	0	1	9	5	9	11	7	4	5	7	0	0	0	0	0	0	0	0	3	4	5	4	6	27	32	29	2	0	5	2	1	0	7	1	0	0	0	1	1	12	9	0	8	2	22	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV651	5	9	6	7	9	4	2	0	2	8	10	15	18	10	11	13	8	22	14	12	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	3	5	6	0	0	0	0	0	0	0	0	1	16	4	6	5	2	5	8	2	10	4	13	1	0	0	1	0	6	2	3
ASV38	440	626	70	59	75	35	2	2	190	80	560	108	4	0	2	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	458	750	19	20	523	225	569	653	25	80	111	94	86	33	81	94	10	23	16	14	0	0	0	0	0	0	0	0
ASV350	25	33	24	13	19	9	0	0	13	26	44	23	1	2	3	3	2	1	6	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5	4	37	64	5	2	19	7	24	19	9	22	28	24	20	4	21	25	0	0	0	0	1	1	2	2	4	6	1	0
ASV189	20	6	0	0	0	0	29	8	1	0	3	0	16	15	34	21	21	51	18	14	91	32	66	70	16	44	45	50	3	0	5	0	0	0	0	1	64	22	14	17	0	0	14	32	3	3	8	3	0	0	15	41	1	1	6	1	28	30	45	53	21	9	158	23	13	17	55	17
ASV1298	4	9	8	11	12	1	0	0	5	6	13	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	7	12	5	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ASV3379	1	2	4	6	3	7	0	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2247	12	11	4	4	8	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV148	189	243	136	127	204	102	0	0	75	246	201	203	14	5	13	6	14	19	16	9	0	0	0	0	0	0	0	0	0	0	1	0	15	25	54	52	17	12	7	5	13	22	0	0	0	0	1	0	0	5	5	6	9	1	4	4	0	0	0	0	3	0	0	0	0	2	1	0
ASV197	32	42	72	49	17	7	0	0	15	66	58	63	24	11	15	21	21	23	16	14	0	0	0	0	0	0	0	0	1	0	3	2	0	3	7	5	88	38	45	49	10	16	1	6	11	8	15	19	17	35	142	123	45	18	32	35	0	0	4	0	0	1	1	0	1	6	3	1
ASV130	33	45	598	498	573	303	0	0	34	1	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV112	214	242	217	170	204	128	0	0	9	174	25	124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	132	174	0	3	0	0	0	0	0	0	0	0	211	263	123	63	117	80	0	0	0	0	0	0	0	0	0	0	0	0
ASV137	21	24	10	6	4	2	4	1	11	19	12	27	78	65	91	107	60	68	93	47	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	3	0	103	106	6	15	29	30	33	17	39	37	14	36	26	22	32	17	32	27	30	53	71	54	65	22	54	64	24	47	76	67
ASV1511	8	7	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV580	68	102	5	9	2	1	0	0	3	44	5	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2405	2	0	0	3	0	1	0	0	0	6	0	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	3	1	0	0	1	0	0	1	0	0	1	0	0	1	6	5	1	0	1	0	0	0	0	0	0	0	0	0
ASV1027	44	55	11	12	16	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV459	12	23	20	14	22	11	0	0	2	11	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	10	9	12	46	65	51	0	0	1	1	0	0	0	0	0	0	0	0	1	8	6	5	3	0	10	8	0	2	3	1	2	2	3	5	3	8	11	2
ASV14	253	378	197	208	252	96	154	164	169	519	470	633	210	180	174	222	180	210	157	117	0	0	0	0	0	0	0	1	29	9	34	31	0	5	10	5	11	5	552	648	131	151	66	53	4	0	3	1	159	450	764	871	414	182	369	427	33	54	85	113	510	248	523	494	89	173	627	381
ASV828	17	15	1	3	8	4	0	0	2	83	4	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
