#OTU ID	MQ201019-178	MQ201019-179	MQ201019-180	MQ201019-181	MQ201019-182	MQ201019-183	MQ201019-184	MQ201019-185	MQ201019-186	MQ201019-187	MQ201019-188	MQ201019-189	MQ201019-190	MQ201019-191	MQ201019-192	MQ201019-193	MQ201019-194	MQ201019-195	MQ201019-196	MQ201019-197	MQ201019-198	MQ201019-199	MQ201019-200	MQ201019-201	MQ201019-202	MQ201019-203	MQ201019-204	MQ201019-205	MQ201019-206	MQ201019-207	MQ201019-208	MQ201019-209	MQ201019-210	MQ201019-211	MQ201019-212	MQ201019-213	MQ201019-214	MQ201019-215	MQ201019-216	MQ201019-217	MQ201019-218	MQ201019-219	MQ201019-220	MQ201019-221	MQ201019-222	MQ201019-223	MQ201019-224	MQ201019-225	MQ201019-226	MQ201019-227	MQ201019-228	MQ201019-229	MQ201019-230	MQ201019-231	MQ201019-232	MQ201019-233	MQ201019-234	MQ201019-235	MQ201019-236	MQ201019-237	MQ201019-238	MQ201019-239	MQ201019-240	MQ201019-241	MQ201019-242	MQ201019-243	MQ201019-244	MQ201019-245
ASV24	68	125	1	0	6	4	0	0	90	148	263	145	157	123	169	201	148	172	176	148	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1131	686	167	232	575	818	195	194	635	321	621	765	45	95	162	169	232	103	132	122	115	239	377	319	62	31	43	51	11	7	84	45
ASV1182	6	9	9	9	19	8	0	0	2	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	2	2	2	5	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV1343	7	4	2	3	13	2	0	0	1	5	1	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	10	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	4	0	0	0	0	2	0	5	3	3	11	3	3
ASV546	3	2	3	0	0	0	0	0	0	1	1	0	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	3	2	1	2	3	22	24	10	12	5	0	209	8	0	1	0	0	2	0	2	1	0	0	1	2	0	2	3	1	1	1	1	2
ASV636	4	9	5	4	6	1	34	34	2	8	9	4	17	6	14	12	9	18	7	16	0	0	0	0	0	0	0	0	6	4	8	9	0	0	0	0	1	1	4	9	0	0	0	0	0	0	0	0	0	8	2	3	1	0	2	2	3	5	7	3	0	0	0	1	0	0	0	0
ASV635	6	3	1	3	0	1	1	0	3	4	9	5	8	11	14	6	6	8	3	9	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	6	8	3	1	5	6	5	9	9	9	4	9	11	2	2	10	5	4	0	4	6	2	5	3	3	6	6	6	9	3	3	8	4
ASV1450	4	3	3	3	2	2	1	0	0	5	1	1	3	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	3	0	1	0	1	3	2	3	3	8	1	1	1	2	1	1	3	0	0	1	0	1	0	0	0
ASV665	21	31	10	12	1	0	0	0	2	34	8	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	21	22	0	0	6	9	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	4	0	0	0	0	0	1	0	1	0	0	0	0
ASV1944	4	0	2	3	3	0	3	9	0	1	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	2	1	6	0	1	1	1	0	0	4	3	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	2	1	1	1	0	0	0	1	0	0	0
ASV111	3	7	4	6	13	5	9	6	1	6	4	6	41	23	37	42	25	36	35	24	0	0	0	0	0	0	1	0	1	1	3	1	65	175	200	196	624	337	22	32	1	4	32	21	12	3	12	13	8	33	30	32	24	13	38	41	5	11	5	9	13	7	26	17	10	14	18	23
ASV1952	1	0	2	3	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	16	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3328	1	1	1	1	1	0	9	11	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV3580	5	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV1249	2	0	5	3	9	4	13	5	1	10	1	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	5	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	4	1	0	2	1	1	1	2	0	1	1	2	0	0
ASV1714	1	0	2	0	0	0	1	1	0	2	1	3	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	8	4	1	2	1	3	1	0	8	4	0	2	6	8	4	4	0	3	4	7	4	8	1	1	3	3	0	1	4	0
ASV565	30	35	42	33	49	19	0	0	2	5	0	12	5	2	2	2	0	2	3	4	0	0	0	0	0	0	0	0	22	7	22	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	8	7	4	4	0	4	6	2	0	1	1	0	0	0	0	0	0	0	0
ASV2517	2	2	2	1	1	1	4	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	0	1	0	0	0	0	0	0
ASV1180	9	15	7	2	10	2	0	0	2	2	5	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	1	2	1	2	5	2	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV1140	9	17	1	0	0	0	0	0	4	12	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV539	1	4	3	4	5	1	1	1	1	0	3	0	5	6	4	3	1	3	5	5	0	0	0	0	0	0	0	0	9	2	7	12	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	6	13	17	10	14	2	16	15	22	32	56	56	0	0	1	0	0	0	1	0
ASV1584	4	6	0	3	3	0	0	0	2	7	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	2	10	10	9	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	5	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV117	21	39	17	8	19	7	0	0	13	63	33	63	71	51	83	86	50	74	77	45	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	20	13	47	81	0	0	31	31	0	0	0	0	23	66	37	42	48	27	63	61	45	94	72	83	83	60	123	144	43	86	157	113
ASV1801	1	1	1	4	4	0	7	2	0	0	0	0	3	1	2	1	1	4	5	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	2	0	3	6	2	3	4	1
ASV1852	15	31	5	7	11	4	0	0	1	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1480	9	14	0	0	0	0	0	0	1	1	9	0	2	1	5	4	2	1	3	2	0	0	0	0	0	0	0	0	4	1	7	6	0	0	0	1	0	0	3	6	0	0	0	0	0	0	0	0	1	0	3	2	2	0	5	1	0	0	0	1	0	0	1	0	0	1	0	0
ASV2241	1	6	3	0	2	0	0	0	3	0	1	2	1	0	0	0	0	2	1	0	1	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	2	2	0	0	1	0	3	2	6	2	0	0	4	1
ASV955	6	10	8	9	8	6	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	11	11	1	3	10	5	4	0	1	3	0	1	0	0	0	0	0	0	0	1	2	1	4	1	1	2	1	2	3	1	2	1	4	5	2	6	2	5
ASV234	38	54	76	59	94	46	64	42	3	10	5	17	6	0	3	3	0	4	1	2	0	0	0	0	0	0	0	0	85	30	72	64	12	20	24	23	0	0	22	20	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	5	14	7	0	0	0	0	0	2	2	1
ASV843	1	1	8	1	2	2	5	3	0	0	1	2	7	5	7	2	3	2	3	4	0	0	0	0	0	0	0	0	20	3	21	14	0	1	0	1	2	0	0	0	0	0	1	1	0	0	0	0	1	3	1	2	1	1	5	3	0	1	0	1	3	2	8	6	5	7	6	1
ASV264	45	71	99	96	154	54	0	0	0	8	6	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	49	120	88	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV1910	3	1	0	1	2	0	0	0	0	0	1	0	7	3	7	8	6	5	4	3	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	4	1	0	2	2	0	3	0	2
ASV3104	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	7	3	0	0	0	0	2	2	3	1	0	1	0	0	0	0	0	0	2	5	4	5	2	3	3	6	0	3	1	0	2	1	2	1	0	1	3	1
ASV1741	1	0	1	0	1	1	0	1	6	3	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	11	4	0	0	0	0	0	1	0	0	0	0	0	0	1	1	10	1	3	0	0	2	0	0	0	0	0	0	2	7	1	2	0	2
ASV2446	20	13	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3211	7	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0
ASV1354	2	10	26	17	23	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV988	2	2	0	1	0	2	1	2	1	2	1	1	6	11	10	11	8	6	11	1	0	0	0	0	0	0	0	0	12	1	5	4	0	0	0	0	1	2	5	3	5	8	1	5	1	0	0	2	0	0	0	0	0	0	1	4	0	2	2	1	4	0	6	4	3	3	0	0
ASV456	2	1	0	0	0	0	12	14	0	0	2	0	20	11	24	35	17	24	20	16	0	0	0	0	0	0	0	0	4	0	4	3	0	0	0	0	29	21	18	17	0	0	5	8	0	1	0	0	0	2	0	1	1	2	1	0	11	20	30	19	8	4	9	15	3	2	14	12
ASV1312	2	1	3	1	1	1	11	8	0	1	0	0	13	6	11	13	11	14	13	11	0	0	0	0	0	0	0	0	2	0	1	2	1	5	2	1	1	0	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	1	1	0	0	1	0	1	0	0
ASV1892	1	0	0	1	0	1	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	3	4	0	1	0	1	1	1	3	0	0	0	0	1	0	0	0	0	0	3	5	1	3	0	1	1	1	1	5	4	1	0	1	5	0	2	2	3
ASV2275	2	5	10	8	8	6	0	0	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2567	5	2	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	1	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV59	34	75	0	1	0	0	1	0	17	24	58	20	173	111	160	182	122	114	206	159	4	0	0	0	0	0	0	0	27	8	40	28	2	1	6	10	311	165	65	85	27	38	138	102	240	91	247	287	40	90	98	135	105	49	112	130	16	27	33	31	73	24	97	82	33	67	114	79
ASV439	11	11	21	30	23	10	14	31	0	6	0	0	11	8	11	11	16	13	10	12	0	0	0	0	0	0	0	0	7	2	3	6	1	4	4	4	33	10	30	18	0	0	0	1	0	0	0	0	0	6	7	0	2	0	4	3	0	0	0	0	2	1	5	5	0	0	2	1
ASV384	1	3	1	1	0	1	1	0	1	3	1	1	4	6	3	0	4	5	4	5	0	0	0	0	0	0	0	0	0	0	1	0	2	7	12	5	3	4	122	143	2	0	88	87	0	1	1	0	1	0	0	2	2	1	6	1	2	2	3	1	3	1	1	0	0	1	2	2
ASV1690	2	1	3	0	0	1	0	0	1	2	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	8	6	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	6	1	4	6	8	0	0	0	0	2	0	0	2	0	2	0	0
ASV845	7	6	1	1	0	0	0	0	3	10	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	13	13	0	0	12	30	1	0	11	3	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0
ASV1083	11	18	15	6	8	3	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	0	3	2	5	2	10	9	2	1	3	2	6	10	10	5	1	1	2	2	0	3	1	2
ASV1510	2	1	2	2	2	2	0	0	0	1	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	7	0	0	0	0	0	0	0	1	5	3	7	7	4	1	8	8	2	2	4	2	0	0	0	1	2	0	0	0
ASV215	18	22	0	0	1	0	2	0	0	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	18	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	79	228	199	115	53	125	107	0	0	0	0	1	2	0	1	7	16	19	33
ASV1183	2	2	7	3	4	3	0	1	1	3	2	2	2	2	0	2	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	3	2	2	4	0	3	1	2	4	2	0	4	5	7	4	3	3	6	2	0	2	3	3	1	1	3	1	0	4	1
ASV698	5	16	4	4	4	1	0	1	0	3	9	5	9	6	8	7	4	7	8	8	0	0	0	0	0	0	0	0	0	0	0	2	0	2	10	2	13	6	3	13	8	14	11	6	5	3	7	4	3	5	8	10	2	0	9	2	3	9	2	2	5	4	0	7	1	0	7	7
ASV420	22	22	0	0	0	0	0	1	17	10	32	10	12	10	12	8	6	6	11	5	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	67	29	13	27	0	0	2	2	0	0	0	0	1	4	2	6	9	1	3	4	2	4	6	9	11	4	6	8	10	7	18	7
ASV100	24	38	16	12	14	9	1	5	5	87	12	74	94	57	96	124	75	81	80	79	0	0	0	0	0	0	0	1	30	17	49	49	0	0	0	1	0	0	36	40	99	207	25	15	1	1	1	0	68	168	152	141	55	25	64	56	6	18	19	15	25	12	38	47	10	11	44	33
ASV1039	16	22	9	11	9	4	0	0	7	3	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	8	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV286	10	21	61	49	74	30	0	0	0	4	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	16	41	24	67	39	1	5	1	0	0	1	4	2	7	6	31	103	46	46	45	15	64	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV1783	7	6	11	5	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV464	3	4	138	162	1	0	0	0	0	68	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3200	1	4	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	5	4	0	3	3	5
ASV3524	3	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	2	4	0	0	1	2	0	0	2	1
ASV3125	4	8	22	13	2	2	0	0	0	0	4	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1545	9	13	1	3	2	0	0	0	1	5	15	5	5	0	2	2	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1519	2	6	4	8	6	2	5	3	1	9	7	10	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2658	1	0	2	1	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	2	0	0	0	0	0	1	1	0	1	1	2	2
ASV166	10	17	1	2	0	0	0	0	19	9	56	15	38	33	27	27	21	28	36	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	5	3	6	86	130	18	16	138	79	138	170	8	11	32	25	16	10	13	19	31	50	54	58	4	1	5	8	3	7	2	6
ASV224	22	16	12	18	13	7	18	18	13	18	35	30	13	15	21	19	25	23	15	14	0	0	0	0	0	0	0	0	16	9	24	25	7	26	22	21	41	29	28	31	25	26	33	26	25	20	50	42	7	13	18	22	18	6	14	27	13	38	26	21	25	13	38	43	10	24	23	20
ASV3090	1	2	5	3	8	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1200	4	3	11	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	26	33	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1023	6	15	14	18	11	5	0	0	7	9	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	2	2	2	0	1	0	0	4	2	5	11	1	4	4	2
ASV2634	1	1	0	3	1	1	0	0	0	1	0	2	2	1	1	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	0	0	0	1	3	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0
ASV943	14	13	3	6	6	4	0	0	21	15	62	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1240	7	14	7	9	12	7	0	0	0	5	6	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1	0	3	0	1	1	11	7	7	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV298	15	31	8	3	11	0	6	4	2	25	10	21	8	4	9	13	6	5	8	3	0	0	0	0	0	0	0	0	10	5	5	5	12	35	44	24	21	14	8	8	7	12	17	12	11	1	16	15	10	28	44	53	16	8	67	28	2	5	6	10	11	3	13	21	6	11	12	14
ASV1082	4	3	0	1	3	0	0	0	0	0	0	2	1	5	4	1	2	3	11	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	4	1	0	5	9	5	6	2	2	1	1	3	3	2	12	7	4	3	1	2	6	0	0	0	0	3	0	1	0	0	1	0	0
ASV682	5	4	16	12	2	7	0	0	4	8	1	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	10	7	14	2	1	2	2	2	3	12	11	18	4	13	17	4	6	7	15	10	5	9	5	0	0	2	0	5	2	1	1	1	1	1	0
ASV2942	2	6	4	3	1	2	0	0	0	1	1	0	2	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	1	1	2	0	1	1	0	0	0	0	1	4	0	1	1	2	2	2	1	3	2	1	0	0	1	2	0	1	3
ASV2233	3	6	4	1	0	3	0	0	3	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV604	10	11	14	5	7	3	5	14	1	4	5	6	7	3	9	11	9	7	11	6	0	0	0	0	0	0	0	0	4	1	4	6	3	2	8	7	0	0	0	0	0	0	0	2	0	0	0	0	1	9	20	4	11	2	6	8	3	5	6	9	3	2	1	3	1	2	0	1
ASV2442	1	0	0	0	0	0	0	0	1	4	0	0	1	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	7	2	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1
ASV2675	3	6	3	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	2	0	0
ASV1251	4	4	2	1	4	5	1	3	1	1	2	0	8	4	4	7	6	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9	1	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV2059	4	13	0	0	1	0	0	0	1	1	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	5	2	3	2	0	1	1	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV985	3	3	3	4	3	2	1	0	1	2	2	2	0	4	4	5	2	4	4	2	0	0	0	0	0	0	0	0	0	0	1	0	10	16	7	10	1	1	3	1	3	3	4	3	7	2	3	11	2	6	3	2	3	0	2	1	1	2	1	1	3	0	2	2	0	1	0	0
ASV1857	5	2	1	3	7	0	4	3	2	0	0	1	0	1	1	4	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ASV1554	4	3	3	4	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	5	8	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	5	4	1	1	0	3	3	0	2	0	1	0	0	0	1	1	2	0	0
ASV2177	2	2	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	3	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	2	1	0	3	0	0	0	1	2	0	0	3	0	1	0	1	1	0	0	2	1
ASV253	5	4	1	3	1	0	40	40	4	11	6	15	29	38	33	24	27	21	37	34	1	0	2	5	2	2	1	1	35	20	46	35	8	9	12	10	19	12	29	30	0	0	3	0	0	0	0	0	7	7	7	7	5	2	5	6	5	3	3	2	21	11	32	27	21	33	35	18
ASV3091	2	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	2	1	1	2	2
ASV2981	4	3	4	5	2	1	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1871	2	1	1	1	1	2	0	0	0	2	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	4	5	3	3	0	2	3	2	1	0	0	2	1	1	1	0	4	0	4
ASV3042	4	3	1	1	3	2	0	0	0	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	2	1	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
ASV1349	2	2	5	0	2	0	1	0	1	4	6	5	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	0	0	0	0	0	6	1	12	8	2	3	8	6
ASV1002	11	23	3	2	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	27	36	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1222	3	4	1	1	2	0	0	2	3	2	3	4	1	1	1	1	0	0	2	2	0	0	0	0	0	0	0	0	2	2	1	4	1	0	5	0	2	4	2	3	0	1	2	0	1	1	3	1	0	4	5	1	0	0	2	3	1	4	1	3	4	1	0	1	1	1	6	0
